"ACCOUNT_NUMBER","CARD_NUMBER","ACCOUNT_TYPE","CARD_TYPE","CARD_PROGRAM","CARD_STATUS","DATE_OPENED"
"917335013863             ","522249******7439","savings","Debit","522249","Active","12/30/2025"
"917335020322             ","522249******1498","savings","Debit","522249","Active","2/27/2026"
"917335083916             ","522249******0394","savings","Debit","522249","Blocked","2/10/2026"
"917335118290             ","522249******0678","savings","Debit","522249","Active","2/22/2026"
"917335141110             ","522249******8456","savings","Debit","522249","Active","3/16/2026"
"917335166711             ","522249******3614","savings","Debit","522249","Active","1/6/2026"
"917335211707             ","522249******3172","savings","Debit","522249","Active","6/16/2026"
"917335218173             ","522249******3862","savings","Debit","522249","Active","12/21/2025"
"917335291659             ","522249******4404","savings","Debit","522249","Blocked","7/6/2026"
"917335301888             ","522249******9353","savings","Debit","522249","Active","2/12/2026"
"917335339870             ","522249******1832","savings","Debit","522249","Active","4/25/2026"
"917335380460             ","522249******1211","savings","Debit","522249","Active","2/6/2026"
"917335409517             ","522249******6715","savings","Debit","522249","Active","4/3/2026"
"917335451022             ","522249******0204","savings","Debit","522249","Active","5/20/2026"
"917335508334             ","522249******5937","savings","Debit","522249","Active","5/28/2026"
"917335524638             ","522249******5900","savings","Debit","522249","Active","5/12/2026"
"917335533977             ","522249******9418","savings","Debit","522249","Active","2/1/2026"
"917335535451             ","522249******5343","savings","Debit","522249","Active","1/13/2026"
"917335552449             ","522249******7895","savings","Debit","522249","Active","5/12/2026"
"917335585159             ","522249******1172","savings","Debit","522249","Active","12/1/2025"
"917335596404             ","522249******4119","savings","Debit","522249","Active","1/16/2026"
"917335611930             ","522249******4477","savings","Debit","522249","Active","1/10/2026"
"917335680455             ","522249******7684","savings","Debit","522249","Active","2/12/2026"
"917335893744             ","522249******9863","savings","Debit","522249","Active","12/17/2025"
"917335919580             ","522249******0561","savings","Debit","522249","Active","6/8/2026"
"917335943440             ","522249******0093","savings","Debit","522249","Active","5/29/2026"
"917335954942             ","522249******8192","savings","Debit","522249","Active","12/11/2025"
"917336006221             ","522249******7889","savings","Debit","522249","Active","3/31/2026"
"917336168443             ","522249******0821","savings","Debit","522249","Active","2/7/2026"
"917336230276             ","522249******8947","savings","Debit","522249","Active","6/3/2026"
"917336333062             ","522249******9539","savings","Debit","522249","Active","2/5/2026"
"917336361253             ","522249******4395","savings","Debit","522249","Active","3/3/2026"
"917336362731             ","522249******7268","savings","Debit","522249","Active","12/1/2025"
"917336403725             ","522249******4313","savings","Debit","522249","Active","3/7/2026"
"917336423475             ","522249******8669","savings","Debit","522249","Active","6/1/2026"
"917336446674             ","522249******2777","savings","Debit","522249","Active","12/27/2025"
"917336655886             ","522249******3301","savings","Debit","522249","Active","12/13/2025"
"917336680520             ","522249******0837","savings","Debit","522249","Active","12/1/2025"
"917336781484             ","522249******1106","savings","Debit","522249","Active","5/4/2026"
"917336853499             ","522249******3184","savings","Debit","522249","Active","3/16/2026"
"917336868208             ","522249******5491","savings","Debit","522249","Active","12/1/2025"
"917336892794             ","522249******3531","savings","Debit","522249","Active","2/26/2026"
"917336909937             ","522249******4308","savings","Debit","522249","Active","3/5/2026"
"917336946533             ","522249******5158","savings","Debit","522249","Active","12/7/2025"
"917336964171             ","522249******6365","savings","Debit","522249","Active","4/26/2026"
"917337005149             ","522249******9880","savings","Debit","522249","Active","5/22/2026"
"917337018621             ","522249******5930","savings","Debit","522249","Active","3/6/2026"
"917337022631             ","522249******8565","savings","Debit","522249","Active","2/19/2026"
"917337043421             ","522249******9865","savings","Debit","522249","Active","3/18/2026"
"917337061902             ","522249******8300","savings","Debit","522249","Active","4/8/2026"
"917337075720             ","522249******8194","savings","Debit","522249","Active","2/26/2026"
"917337176643             ","522249******9126","savings","Debit","522249","Active","3/25/2026"
"917337181635             ","522249******5794","savings","Debit","522249","Active","3/12/2026"
"917337187624             ","522249******7160","savings","Debit","522249","Active","3/29/2026"
"917337192160             ","522249******7826","savings","Debit","522249","Active","1/4/2026"
"917337324003             ","522249******7968","savings","Debit","522249","Active","12/1/2025"
"917337405562             ","522249******4761","savings","Debit","522249","Active","12/7/2025"
"917337448786             ","522249******4443","savings","Debit","522249","Active","1/2/2026"
"917337449420             ","522249******4931","savings","Debit","522249","Active","1/9/2026"
"917337521764             ","522249******9578","savings","Debit","522249","Active","1/23/2026"
"917337579556             ","522249******8935","savings","Debit","522249","Active","1/18/2026"
"917337645571             ","522249******6086","savings","Debit","522249","Active","2/4/2026"
"917337703602             ","522249******7283","savings","Debit","522249","Active","1/27/2026"
"917337734144             ","522249******6523","savings","Debit","522249","Active","2/13/2026"
"917337748813             ","522249******5176","savings","Debit","522249","Active","12/1/2025"
"917337761691             ","522249******0423","savings","Debit","522249","Active","2/24/2026"
"917337822006             ","522249******8448","savings","Debit","522249","Active","1/12/2026"
"917337844604             ","522249******6536","savings","Debit","522249","Active","6/11/2026"
"917337900455             ","522249******9403","savings","Debit","522249","Active","1/28/2026"
"917337906098             ","522249******4584","savings","Debit","522249","Active","12/8/2025"
"917337931302             ","522249******5069","savings","Debit","522249","Active","1/20/2026"
"917337972967             ","522249******3491","savings","Debit","522249","Active","3/26/2026"
"917338056968             ","522249******2972","savings","Debit","522249","Active","12/11/2025"
"9173381097               ","521372******2797","checking","Debit","521372","Active","2/27/2025"
"917338114189             ","522249******9941","savings","Debit","522249","Active","1/19/2026"
"917338144863             ","522249******7041","savings","Debit","522249","Blocked","7/7/2026"
"917338161198             ","522249******1559","savings","Debit","522249","Active","12/30/2025"
"917338185957             ","522249******6297","savings","Debit","522249","Active","12/29/2025"
"917338213957             ","522249******1183","savings","Debit","522249","Active","12/22/2025"
